Channel Group,Source,Domain,Date,Funnel,Campaign,Result type,Cost,Result,Result Rate,Cost per Result,Impressions,Clicks,CTR,Reach,Views,ThruPlays,Engagements,Engagement Rate,CPC,CPM,View Rate,CPV,CPE
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 138,198,9.00%,€ 0.69,"2,206",198,9.00%,"2,206",0,0,0,0.00%,€ 0.69,€ 62.34,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 148,225,10.60%,€ 0.66,"2,128",225,10.60%,"2,128",0,0,0,0.00%,€ 0.66,€ 69.52,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 143,252,9.30%,€ 0.57,"2,710",252,9.30%,"2,710",0,0,0,0.00%,€ 0.57,€ 52.91,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 133,221,7.10%,€ 0.60,"3,112",221,7.10%,"3,112",0,0,0,0.00%,€ 0.60,€ 42.63,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 139,220,7.30%,€ 0.63,"3,002",220,7.30%,"3,002",0,0,0,0.00%,€ 0.63,€ 46.43,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 102,167,6.80%,€ 0.61,"2,464",167,6.80%,"2,464",0,0,0,0.00%,€ 0.61,€ 41.45,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 109,184,8.00%,€ 0.59,"2,314",184,8.00%,"2,314",0,0,0,0.00%,€ 0.59,€ 47.02,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 123,200,9.40%,€ 0.61,"2,122",200,9.40%,"2,122",0,0,0,0.00%,€ 0.61,€ 57.93,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 124,187,9.20%,€ 0.66,"2,036",187,9.20%,"2,036",0,0,0,0.00%,€ 0.66,€ 60.73,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 157,211,9.20%,€ 0.75,"2,299",211,9.20%,"2,299",0,0,0,0.00%,€ 0.75,€ 68.47,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 206,245,6.50%,€ 0.84,"3,796",245,6.50%,"3,796",0,0,0,0.00%,€ 0.84,€ 54.30,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 110,175,6.20%,€ 0.63,"2,827",175,6.20%,"2,827",0,0,0,0.00%,€ 0.63,€ 39.05,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 109,175,7.20%,€ 0.62,"2,435",175,7.20%,"2,435",0,0,0,0.00%,€ 0.62,€ 44.81,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 110,202,9.20%,€ 0.54,"2,200",202,9.20%,"2,200",0,0,0,0.00%,€ 0.54,€ 50.00,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 146,242,8.70%,€ 0.60,"2,783",242,8.70%,"2,783",0,0,0,0.00%,€ 0.60,€ 52.44,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 176,256,7.40%,€ 0.69,"3,463",256,7.40%,"3,463",0,0,0,0.00%,€ 0.69,€ 50.75,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 136,212,10.90%,€ 0.64,"1,946",212,10.90%,"1,946",0,0,0,0.00%,€ 0.64,€ 69.75,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 130,175,9.70%,€ 0.74,"1,800",175,9.70%,"1,800",0,0,0,0.00%,€ 0.74,€ 72.37,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 130,192,9.80%,€ 0.68,"1,959",192,9.80%,"1,959",0,0,0,0.00%,€ 0.68,€ 66.60,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 138,205,8.40%,€ 0.67,"2,437",205,8.40%,"2,437",0,0,0,0.00%,€ 0.67,€ 56.77,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 120,177,7.10%,€ 0.68,"2,495",177,7.10%,"2,495",0,0,0,0.00%,€ 0.68,€ 48.18,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 158,246,9.00%,€ 0.64,"2,735",246,9.00%,"2,735",0,0,0,0.00%,€ 0.64,€ 57.74,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 130,222,8.20%,€ 0.59,"2,705",222,8.20%,"2,705",0,0,0,0.00%,€ 0.59,€ 48.05,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 112,186,7.60%,€ 0.60,"2,443",186,7.60%,"2,443",0,0,0,0.00%,€ 0.60,€ 45.73,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 137,228,10.40%,€ 0.60,"2,189",228,10.40%,"2,189",0,0,0,0.00%,€ 0.60,€ 62.47,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jun-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 130,218,9.30%,€ 0.60,"2,335",218,9.30%,"2,335",0,0,0,0.00%,€ 0.60,€ 55.84,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 19,59,1.30%,€ 0.33,"4,720",59,1.30%,"4,578","9,758",103,433,9.20%,€ 0.33,€ 4.10,1.10%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 19,40,0.80%,€ 0.48,"4,936",40,0.80%,"4,656","10,233",90,371,7.50%,€ 0.48,€ 3.88,0.90%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 20,50,0.90%,€ 0.39,"5,479",50,0.90%,"5,333","11,353",90,392,7.20%,€ 0.39,€ 3.58,0.80%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 22,57,0.90%,€ 0.38,"6,240",57,0.90%,"6,134","12,922",107,500,8.00%,€ 0.38,€ 3.50,0.80%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 20,28,0.60%,€ 0.72,"4,544",28,0.60%,"4,408","9,493",111,370,8.10%,€ 0.72,€ 4.45,1.20%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 20,27,0.80%,€ 0.72,"3,195",27,0.80%,"3,067","6,671",74,293,9.20%,€ 0.72,€ 6.12,1.10%,€ 0.00,€ 0.07
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 19,54,1.10%,€ 0.36,"4,822",54,1.10%,"4,822","9,993",129,442,9.20%,€ 0.36,€ 4.01,1.30%,€ 0.00,€ 0.04
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 20,53,1.00%,€ 0.37,"5,343",53,1.00%,"5,309","11,041",104,431,8.10%,€ 0.37,€ 3.67,0.90%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 19,31,0.60%,€ 0.60,"5,291",31,0.60%,"5,291","10,962",89,375,7.10%,€ 0.60,€ 3.53,0.80%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 20,48,0.80%,€ 0.41,"6,011",48,0.80%,"5,882","12,506",127,410,6.80%,€ 0.41,€ 3.27,1.00%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 23,42,0.60%,€ 0.54,"6,497",42,0.60%,"6,476","13,524",123,447,6.90%,€ 0.54,€ 3.50,0.90%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 21,31,0.60%,€ 0.66,"5,546",31,0.60%,"5,454","11,525",116,385,6.90%,€ 0.66,€ 3.70,1.00%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 19,54,1.00%,€ 0.35,"5,422",54,1.00%,"5,357","11,424",143,363,6.70%,€ 0.35,€ 3.50,1.30%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 19,53,1.10%,€ 0.36,"4,631",53,1.10%,"4,203","9,779",148,339,7.30%,€ 0.36,€ 4.17,1.50%,€ 0.00,€ 0.06
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 19,63,1.30%,€ 0.31,"4,716",63,1.30%,"4,469","10,043",148,365,7.70%,€ 0.31,€ 4.10,1.50%,€ 0.00,€ 0.05
 Paid Social , meta , BIODERMA ,Apr-25,Conversion,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Clicks,€ 19,62,1.50%,€ 0.30,"4,096",62,1.50%,"3,860","8,741",138,373,9.10%,€ 0.30,€ 4.59,1.60%,€ 0.00,€ 0.05
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 133,234,11.50%,€ 0.57,"2,040",234,11.50%,"2,040",0,0,0,0.00%,€ 0.57,€ 65.31,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 141,214,9.50%,€ 0.66,"2,245",214,9.50%,"2,245",0,0,0,0.00%,€ 0.66,€ 62.76,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 107,172,9.60%,€ 0.62,"1,800",172,9.60%,"1,800",0,0,0,0.00%,€ 0.62,€ 59.27,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 116,178,10.20%,€ 0.65,"1,740",178,10.20%,"1,740",0,0,0,0.00%,€ 0.65,€ 66.87,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 146,233,11.40%,€ 0.63,"2,036",233,11.40%,"2,036",0,0,0,0.00%,€ 0.63,€ 71.67,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 130,251,10.40%,€ 0.52,"2,419",251,10.40%,"2,419",0,0,0,0.00%,€ 0.52,€ 53.67,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 142,257,10.20%,€ 0.55,"2,521",257,10.20%,"2,521",0,0,0,0.00%,€ 0.55,€ 56.21,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 140,253,9.60%,€ 0.55,"2,639",253,9.60%,"2,639",0,0,0,0.00%,€ 0.55,€ 53.14,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 110,248,11.20%,€ 0.44,"2,206",248,11.20%,"2,206",0,0,0,0.00%,€ 0.44,€ 49.74,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 65,159,9.80%,€ 0.41,"1,624",159,9.80%,"1,624",0,0,0,0.00%,€ 0.41,€ 39.76,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 70,178,10.60%,€ 0.39,"1,685",178,10.60%,"1,685",0,0,0,0.00%,€ 0.39,€ 41.67,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 91,179,11.50%,€ 0.51,"1,552",179,11.50%,"1,552",0,0,0,0.00%,€ 0.51,€ 58.93,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 85,191,12.80%,€ 0.44,"1,491",191,12.80%,"1,491",0,0,0,0.00%,€ 0.44,€ 56.86,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Apr-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 94,187,12.40%,€ 0.51,"1,507",187,12.40%,"1,507",0,0,0,0.00%,€ 0.51,€ 62.67,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 125,215,10.60%,€ 0.58,"2,019",215,10.60%,"2,019",0,0,0,0.00%,€ 0.58,€ 62.03,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 78,182,10.40%,€ 0.43,"1,745",182,10.40%,"1,745",0,0,0,0.00%,€ 0.43,€ 44.66,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 48,145,9.30%,€ 0.33,"1,555",145,9.30%,"1,555",0,0,0,0.00%,€ 0.33,€ 30.73,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 58,165,9.50%,€ 0.35,"1,733",165,9.50%,"1,733",0,0,0,0.00%,€ 0.35,€ 33.67,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 58,178,11.40%,€ 0.33,"1,567",178,11.40%,"1,567",0,0,0,0.00%,€ 0.33,€ 37.01,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 74,186,11.20%,€ 0.40,"1,655",186,11.20%,"1,655",0,0,0,0.00%,€ 0.40,€ 44.88,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 67,182,10.60%,€ 0.37,"1,711",182,10.60%,"1,711",0,0,0,0.00%,€ 0.37,€ 39.43,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 81,181,11.70%,€ 0.45,"1,546",181,11.70%,"1,546",0,0,0,0.00%,€ 0.45,€ 52.64,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 90,204,12.10%,€ 0.44,"1,692",204,12.10%,"1,692",0,0,0,0.00%,€ 0.44,€ 53.21,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 94,198,12.20%,€ 0.48,"1,619",198,12.20%,"1,619",0,0,0,0.00%,€ 0.48,€ 58.14,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 98,193,10.70%,€ 0.51,"1,796",193,10.70%,"1,796",0,0,0,0.00%,€ 0.51,€ 54.33,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 165,263,10.10%,€ 0.63,"2,592",263,10.10%,"2,592",0,0,0,0.00%,€ 0.63,€ 63.79,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 102,219,9.80%,€ 0.47,"2,225",219,9.80%,"2,225",0,0,0,0.00%,€ 0.47,€ 46.05,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 34,123,10.00%,€ 0.28,"1,228",123,10.00%,"1,228",0,0,0,0.00%,€ 0.28,€ 27.98,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 45,162,12.30%,€ 0.28,"1,316",162,12.30%,"1,316",0,0,0,0.00%,€ 0.28,€ 34.40,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 61,174,11.00%,€ 0.35,"1,585",174,11.00%,"1,585",0,0,0,0.00%,€ 0.35,€ 38.71,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 69,169,9.50%,€ 0.41,"1,777",169,9.50%,"1,777",0,0,0,0.00%,€ 0.41,€ 39.06,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 67,152,9.60%,€ 0.44,"1,589",152,9.60%,"1,589",0,0,0,0.00%,€ 0.44,€ 41.99,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 107,222,9.50%,€ 0.48,"2,345",222,9.50%,"2,345",0,0,0,0.00%,€ 0.48,€ 45.82,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 107,236,9.50%,€ 0.45,"2,487",236,9.50%,"2,487",0,0,0,0.00%,€ 0.45,€ 43.12,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 102,198,8.00%,€ 0.51,"2,490",198,8.00%,"2,490",0,0,0,0.00%,€ 0.51,€ 40.78,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 100,198,9.80%,€ 0.50,"2,026",198,9.80%,"2,026",0,0,0,0.00%,€ 0.50,€ 49.35,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 106,209,11.30%,€ 0.51,"1,850",209,11.30%,"1,850",0,0,0,0.00%,€ 0.51,€ 57.52,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 86,188,8.90%,€ 0.46,"2,105",188,8.90%,"2,105",0,0,0,0.00%,€ 0.46,€ 40.87,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 54,148,8.90%,€ 0.36,"1,669",148,8.90%,"1,669",0,0,0,0.00%,€ 0.36,€ 32.06,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 75,199,10.30%,€ 0.38,"1,930",199,10.30%,"1,930",0,0,0,0.00%,€ 0.38,€ 39.08,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 77,195,9.00%,€ 0.40,"2,178",195,9.00%,"2,178",0,0,0,0.00%,€ 0.40,€ 35.46,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 76,186,8.70%,€ 0.41,"2,129",186,8.70%,"2,129",0,0,0,0.00%,€ 0.41,€ 35.55,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 92,203,11.10%,€ 0.45,"1,834",203,11.10%,"1,834",0,0,0,0.00%,€ 0.45,€ 49.93,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 98,208,10.50%,€ 0.47,"1,985",208,10.50%,"1,985",0,0,0,0.00%,€ 0.47,€ 49.18,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Mar-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 88,196,10.30%,€ 0.45,"1,898",196,10.30%,"1,898",0,0,0,0.00%,€ 0.45,€ 46.23,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Feb-25,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 5,5,0.80%,€ 1.05,656,5,0.80%,630,672,12,31,4.70%,€ 1.05,€ 8.02,1.80%,€ 0.01,€ 0.17
 Paid Search , google , BIODERMA ,Feb-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 60,140,10.00%,€ 0.43,"1,403",140,10.00%,"1,403",0,0,0,0.00%,€ 0.43,€ 42.79,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Feb-25,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 9,18,1.60%,€ 0.53,"1,137",18,1.60%,"1,067","1,184",44,83,7.30%,€ 0.53,€ 8.34,3.70%,€ 0.01,€ 0.11
 Paid Search , google , BIODERMA ,Feb-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 84,180,7.90%,€ 0.47,"2,281",180,7.90%,"2,281",0,0,0,0.00%,€ 0.47,€ 36.79,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Feb-25,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,19,1.20%,€ 0.53,"1,616",19,1.20%,"1,418","1,684",63,114,7.10%,€ 0.53,€ 6.24,3.70%,€ 0.01,€ 0.09
 Paid Search , google , BIODERMA ,Feb-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 96,186,8.50%,€ 0.52,"2,184",186,8.50%,"2,184",0,0,0,0.00%,€ 0.52,€ 43.93,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Feb-25,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,24,1.60%,€ 0.42,"1,531",24,1.60%,"1,441","1,599",49,86,5.60%,€ 0.42,€ 6.62,3.10%,€ 0.01,€ 0.12
 Paid Search , google , BIODERMA ,Feb-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 112,206,8.80%,€ 0.54,"2,347",206,8.80%,"2,347",0,0,0,0.00%,€ 0.54,€ 47.77,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Feb-25,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 10,17,1.10%,€ 0.59,"1,541",17,1.10%,"1,400","1,588",30,70,4.50%,€ 0.59,€ 6.52,1.90%,€ 0.01,€ 0.14
 Paid Search , google , BIODERMA ,Feb-25,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 118,226,9.20%,€ 0.52,"2,464",226,9.20%,"2,464",0,0,0,0.00%,€ 0.52,€ 47.89,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Feb-25,Conversion,BIO-2024-H2O-Mizellenwasser,Clicks,€ 11,22,1.00%,€ 0.51,"2,119",22,1.00%,"1,902","2,159",37,86,4.10%,€ 0.51,€ 5.29,1.70%,€ 0.01,€ 0.13
